 ,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
894199,Matilda the Musical,Drama-Family-Music,en,Matilda is a little girl with astonishing wit intelligence and psychokinetic powers. She's unloved by her cruel parents but impresses her schoolteacher the highly loveable Miss Honey. Over the course of her first term at school Matilda and Miss Honey have a profound effect on each other's lives as Miss Honey begins not only to recognize but also appreciate Matilda's extraordinary personality. Matilda's school life isn't completely smooth sailing however – the school's mean headmistress Miss Trunchbull hates children and just loves thinking up new punishments for those who don't abide by her rules. But Matilda has courage and cleverness in equal amounts and could be the school pupils' saving grace!,1.4,,11/9/10,16000000,1450000,155,Released,Magical. Mischievous. Miraculous.,6,3,Lila Fagan-Ben Jammin Holck-Lauren Taylor-David Roberts-Colleen Doermann-Walker Terrill-Lizzy Miller-Paola Corona-Dario Russo-Heather Young-Jen Landes-Paola Corona-Vanessa Krishnamachari-Mitch Lang-Dylan Gates-Layla Pasquini,,,/lnnUz4r64stVeAhA7cFzOenfkJq.jpg,,442120.7706,363244.1043
495174,Sonsuz Geceler,Romance-Drama,tr,,1.4,Acar Film,4/11/65,55000,105000,0,Released,,9.5,2,Ayhan Işık-Nilüfer Aydan-Sevda Ferdağ-Münir Özkul-Nuri Altınok-Şaziye Moral-Semih Sergen-Hayri Esen-Osman Alyanak-Muammer Gözalan-Bedros Çiçekyan-Selahattin Tomruk-Hüseyin Zan-Hülya Gür-Giray Alpan-Ahmet Karaca-Meral Küçükerol-Nermin Özses-Muhip Arcıman-Sadettin Erbil-Gül Gülgün-Handan Kadıoğlu-Rıza Tüzün-Jeyan Mahfi Tözüm,sonsuz-geceler,/ofOysviyx9X3qtaNbQB3GXYqALN.jpg,,,54149.64508,35815.79197
201581,The Autumn Heart,Drama,en,When a school bus driving woman (Tyne Daly) has a heart attack she makes one request of her three daughters (Ally Sheedy Marla Sucharetza Marceline Hugo) - she wants them to find their long lost brother who was taken away by their father (Jack Davidson) 16 years ago. What they discover is that while they have struggled their father has become a wealthy man and their brother is in school at Harvard.,1.4,Film Cellar,1/27/99,0,11532,110,Released,Sister Forever,6,1,Tyne Daly-Marla Sucharetza-Marceline Hugot-Ally Sheedy-Davidlee Willson-Lisa Keller-Bobbie Steinbach-Will Lyman,parent child relationship-boston massachusetts-family relationships,/oFzxF39ttmVijfVdZ5CIarEevll.jpg,,,534.707557,2288.152108
258162,Epilogue,Drama,es,The film tells the story of two writers in love with the same woman. For years they have worked together. One day they separate. Ten years later and Ditirambo meets up with Rocabruno at the very least to tell him his latest story. An epilogue that closes what they together have opened.,1.4,TVE-Ditirambo Films-La Salamandra,1/20/84,0,498209,92,Released,,4.2,5,Francisco Rabal-José Sacristán-Charo López-Sandra Toral-Manuel Zarzo-Cyra Toledo-Sonia Martínez-Chus Lampreave-Martín Adjemián-Manuel Calvo,based on novel or book-friendship-writer,/lSUIUEGws9Lkgi8TSp8h4A0SeHX.jpg,,,320508.4111,105333.5636
315471,La reina del mate,Drama,es,,1.4,Ópalo Films-El Catalejo P.C.-Fígaro Films,4/19/85,0,215682,0,Released,,6,4,Amparo Muñoz-Antonio Resines-Ana Gracia-Héctor Colomé-Jorge de Juan-Cristina Rota-José Luis Fernández 'Pirri'-Santiago Álvarez-Luis Ciges-Ofelia Angélica-Julia Royo-Gloria Muñoz-Valentín Paredes-Chema Gil-Antonio Chamorro-Pedro Miguel Martínez-Mario Siles-Tomás Gayo-José Javier Mangado,postman-drugs-cine quinqui,/b7IKfFlhIwex57td6b1kAGaQxTs.jpg,,,105548.4264,63685.01529
553838,Talent Has Hunger,Documentary,en,Documentary about the influence that master cello player Paul Katz has on four gifted cello players over the space of several years.  It explores how music can influence and enhance the lives of both the teacher and his students.,1.4,First Run Features,3/11/16,0,7998,81,Released,,0,0,Paul Katz-Lev Mamuya-Nick Canellakis-Emileigh Vandiver-Sebastian Vanderstam,music teacher-cello-prodigy-music documentary,/uhsE2RAJKyXpEgCUPiw9dSFeA6I.jpg,,,2280.76458,1948.423174
589060,Laal Kabootar,Crime-Thriller,ur,He's looking for a way out of the city. But his only escape is through a woman looking for revenge.,1.4,Nehr Ghar Films-Geo Films,3/22/19,0,210000,102,Released,Thief In Search Of Thief.,8.6,5,Ahmed Ali Akbar-Mansha Pasha-Rashid Farooqi-Saleem Mairaj-Mohammad Ahmad-Ali Kazmi-Faiza Gillani-Syed Arsalan-Hammad Sidiq-Ishtiaq Omar-Kaleem Ghour-Raaf Chaudhary,rap music-newspaper-smoking-dance-bath-red cap-chase-risk-greed-police-pakistan-revenge-murder-money-abuse,/agPaPX6CsdDFd1bRleELDUtTL7u.jpg,/2BYCfaOhct2RZZgjuk5Wi9JX4Yu.jpg,,56441.02518,69335.91454
329882,The Hotel of Love Affairs,Comedy,es,Three couples are having sexual problems until a porn star shows up and teaches them a few lessons.,1.4,Golden Films Internacional S.A.,10/6/83,0,127761,81,Released,,3,2,Lina Romay-Asunción Calero-Juan Soler-Carmen Carrión-Antonio Mayans-Lorna Green-Juan Antonio García-Ángel Ordiales,hotel-marbella-swinging-couple-erotic movie,/1zmiKWExVKMKw0ljIG6QNA71EcC.jpg,,,51223.00759,31545.46402
557499,Kung Food,Animation-Family,zh,Super Bao an innocent and passionate steamed stuffed bun goes through untold hardships and finally grows into a great hero who saves the food world.,1.4,Beijing Culture-Yi Animation,8/17/18,20000000,1197984,99,Released,,7,1,Meng Yu-Zhengjian Guo-Puzhao Yangguang-张喆,fight-food-fighting,/x6buudUgQkcUE4w4Z3JDZJSqoUE.jpg,/64TNtr7x8mWZ6fVYEgBugf7Awyk.jpg,,742005.8429,531369.7132
469932,"Antar, The Fourth Grandson of Shaddad",Comedy,ar,The grandson of Antar Abassi enters a fierce battle with Asad Alrijal and tries to beat him with all his strength in order to win the heart of the most beautiful girl in the tribe.,1.4,الطاهر للإنتاج,6/25/17,0,412,110,Released,,4.4,9,Mohamed Henedi-Dorra-Bassem Samra-Lotfy Labib-Alaa Morsi-Diaa Abdel Khaleq-Hala Fakher-Mazhar Abu ElNaga-Mahmoud Hafez-Eman ElSayed-Nahed Roshdy-Mohsen Mansour-Tamim Abdo-Khaled Sarhan-Ayman Mansour-Hamada Samaida-Mohamed Maghraby,,/u45CUv3u3QFTAuT8M5pxhncmYSl.jpg,/nyoijLOT3SJukUPiDIrhzEreWoo.jpg,,132.3910998,149.3134044
932268,"""Renjou"" Keishichou Kyoukouhan-gakari Higuchi Akira",Crime-Drama-Family,ja,Kosuge the president of a factory is killed by someone while returning home. A bag charm is found at the scene. When Akira Higuchi and his colleagues from the Metropolitan Police Department's Investigation Division investigate his home they find a bankbook with the letters A Y M and S written in English. It turns out that the charms left behind were custom-made by Seiji Iwai. However Seiji had committed suicide five years ago in a robbery-suicide case. Seiji's mother Mizuki is an old acquaintance of Superintendent Tendo. Higuchi heads for Mizuki's place...,1.4,TV Tokyo,2/7/22,0,1,95,Released,"""Renjou"" is the 11th special episode of the long running Japanese TV franchise Keishichou Kyoukouhan-gakari Higuchi Akira (transl: ""Akira Higuchi, Tokyo Metropolitan Police Department"")",9,1,Airi Matsui-Moemi Katayama-Gaku Sano-Satoru Saitô-Takashi Naito,police-police headquarter-tokyo,/qOQN4kSJA9M4yYVp0ywVrRO2Xh6.jpg,/5CK1vM8dKKxejnywXzSlQEqdI0X.jpg,,0.330246489,0.361279759
542093,Republic Z,Adventure-Action-Horror,ru,Three years into a zombie epidemic a group of survivors prepare to leave their wooded shelter and brave the flesh eaters in order to reach the city.,1.4,Saidam Baril Ltd.,4/12/18,0,82446,87,Released,,5,1,Georgy Bessonov-Vladislav Portnyagin-Dmitry Baishev-Pyotr Petrov,zombie-road movie,/dgEpzKzetu4MknaVfFqewZIPoyL.jpg,,,25047.49716,20244.89909
553580,Bocadillo,Comedy,es,Ismael is a vegetarian who goes into a bar looking for a vegetarian sandwich. But the waiter misunderstands him wich leads into an endless cycle.,1.4,Youplanet,10/12/18,0,200,75,Released,,2.1,9,Joaquín Albero-David Cajal-Raúl Álvarez Genes-María Rubio Sánchez-Ismael Prego,estafa-bodrio-wismichu,/gPJr0dkymC0FENxNEnfX9yx6vTa.jpg,/dI5rCaf1Nhg3k1fStwkew6tXYKR.jpg,,134.8450127,103.3022341
167426,"Y decirte alguna estupidez, por ejemplo, te quiero",Comedy-Romance,es,The adventures of a group of secondary school . Juan one of the group falls in love with Sara the new girl.,1.4,José Frade,11/24/00,0,924057,101,Released,,2,2,Sergio Martín-Blanca Jara-Tito Augusto-Alejo Sauras-David Carrillo-Miguel A. Valcárcel-Emilio Gutiérrez Caba-Concha Cuetos-Teresa Gimpera-María Isbert-Borja Voces-Miriam Talón-Natalia Martin-Fernando Sanz-Sandra Molina-José Angel Fernández-Duna Santos-Nuria Ansón-Óscar Mandado-Kina Marull-Antonio Gamero-Juan Lombardero-Carmen Conesa-Pilar Ordóñez-Ramiro Alonso-José María Sacristán-Omar Muñoz-Enrique Villén-Antonio del Real,based on novel or book-friendship-high school-falling in love,/aJfo2TGjFGSb9s8kyWhAr3ZUy70.jpg,,,205634.6072,240706.6919
309915,Amar’s Hand,Drama,ar,About a lady called Qamar. A mother of five children,1.4,,11/2/11,0,660,122,Released,,6.875,8,Wafaa Amer-Jumana Mourad-Haitham Ahmed Zaki-Adel ElMaghraby-Mohamed Dardeery-Mohamed Farid-Khaled Saleh-Hassan El Raddad-Ghada Abdel Razek-Shaaban Hussien-Afaf Mostafa-Khaled Talaat-Mohga Abdel Rahman-Mohamed ElSwasy,,/6isCrNX17588CPJ9i0BvsOq5UOO.jpg,,,193.9102468,155.5996695
322455,The Burgos Trial,Documentary-History,es,,1.4,Irrintzi Zinema-Cobra Films,8/31/79,0,182050,134,Released,,7.3,4,Francisco Letamendia-Unai Dorronsoro-Mario Onaindia-Juan María Bandrés-Josu Abrisketa-Itziar Aizpurua-Bittor Arana-José Ángel de Juanes,interview-franco regime (francoism)-trial-eta terrorist gang-terrorism,/2y5TBcQrAY8uHxFdrPHj8u4q4yi.jpg,,,110562.8768,66194.62408
493856,The Dangerous Stranger,Drama-Documentary,en,In this film a police officer tells children about the dangers of accepting rides or presents from strangers and relates the unfortunate stories of several children who did and were never seen again.,1.4,Something Weird Video-Sidney Davis Productions,2/24/50,1000,250000,10,Released,,4.5,2,,pedophile-stranger-child kidnapping-social guidance-short film-child abduction-stranger danger-scare film,/st2zGD0Twb3GwDRCNfnW0RLmO5V.jpg,,,82718.06876,79392.63299
52092,Island: Wedding of the Zombies,Comedy-Horror,tr,Five people who knew each other for a long time a group of friends to attend the wedding of a mutual friend goes to Buyukada. Erhan weddings and long intervals the team can come together to be able to record their happy moments brought a camera and is continuous. All throughout the film viewed it is reflected from the camera. Later a group of wedding guests attacking zombie turns into a mess of blood.,1.4,,1/29/10,0,131966,76,Released,,5.467,15,Ozan Ayhan-Gülüm Baltacıgil-Kaan Keskin-Esra Ruşan-Taner Birsel-Nihat İleri-Onur Buldu-Rüya Önal-Canan Güven-Cansel Elçin-Murat Emir Eren-Tülay Bereket-Sırrı Süreyya Önder,island-zombie-found footage,/9vKQFNnCnKq6SxZZltmcphSFisA.jpg,,,71100.953,29869.89866
304808,Paul McCartney: Out There Tokyo,Music,en,Almost exactly 11 years to the day since McCartney last embarked on a run of shows in Japan during the Driving World Tour November 2013 saw him bring his Out There! Tour to Japan to play six shows in Osaka Fukuoka and Tokyo. The news was announced on 16 July 2013 on his official website. The first date was taken place in Osaka on 11 November and the tour was continuing at the Fukuoka Dome on 15 November. A run of shows at the Tokyo Dome followed taking place on 18 19 21 November.,1.4,,3/22/14,0,23,155,Released,,5.3,3,Paul McCartney-Brian Ray-Rusty Anderson-Paul Wickens-Abraham Laboriel Jr.,concert,/3bMNby201vziXLjr3IuGnSP4Wnl.jpg,,,2.498517325,11.44540363
410508,Manamantha,Drama-Family-Thriller,te,Sairam an assistant manager in a supermarket treads on an unethical path for a promotion leading to dire consequences. Gayatri a thrifty housewife manages her middle class household. Mahitha's friend a street child goes missing and she goes out of her way to find him. Abhiram the bright student falls in love with Aira and pursues her. Four stories seemingly unrelated are all bound by one string called family.,1.4,Vaaraahi Chalana Chitram-Maxlab Cinemas and Entertainments,8/5/16,0,1500000,137,Released,We Are All One,6.8,9,Mohanlal-Gautami Tadimalla-Viswant Duddumpudi-Raina Rao-Anisha Ambrose-Harshavardhan-Urvashi-Chandramohan-Dhanraj Sukhram-Ayyappa P. Sharma-Gollapudi Maruti Rao-Nassar-Vennela Kishore-Venkateswara Rao Paruchuri-Brahmaji-Chaitanya Krishna-L. B. Sriram-Shankar Melkote-Praveen,,/mRYPSu2qc7nw3unnpzCJjrPR5nI.jpg,/n0zpai1I2mDwWQwxoxERST42njF.jpg,,385332.8557,581705.9323
849568,Beddua,Drama-Romance,tr,Story of a famous singer from a small rural village making it big in the city by following their passion.,1.4,Gülgen Film,4/1/80,55000,105000,97,Released,,0,0,Bülent Ersoy-Mine Mutlu-Kadir Savun-Hakkı Çağdaş-Sermin Ölçmen-Cem Erman-Turgut Özatay-Diler Saraç-Osman Fahir Seden-Hüseyin Kaşif-Necdet Kökeş-Mustafa Yavuz-Nubar Terziyan-Hakkı Kıvanç-Giray Alpan-Niyazi Gökdere-Kazım Kartal-Çetin Başaran-Ali Demir-Süheyl Eğriboz-Zeki Sezer-Nuri Tuğ-Timuçin Caymaz-Yadigar Ejder-Sadettin Erbil-Erdoğan Esenboğa-Ünal Gürel-Sabahat İzgü-Baykal Kent-Devrim Parscan-Murat Tok-Jeyan Mahfi Tözüm-Erhan Yazıcıoğlu-Dinçer Çekmez-Şahin Çelik-Şeref Çokşeker-Zafer Önen-Ayşin Atav-Mürüvvet İşsever,aspiring singer-beddua,/dtMC0AlbDuXd1bjkhGumwF05uky.jpg,,,64231.77055,31537.8501
122190,Endurance,Drama-Documentary,en,The gold medal for the men's 10000-meter race in the 1996 Atlanta Olympics is won by Ethiopian Haile Gebrselassie.,1.4,Walt Disney Pictures-Channel Four Films,5/14/99,0,137124,83,Released,,6.1,7,Haile Gebrsellasie-Shawananness Gebrselassie-Yonas Zergaw-Tedesse Haile-Bekele Gebrselassie-Alem Tellahun-Assefa Gebrselassie-Tizazu Mashresha-Winishet Tesfaye-Abinet Tedesse,docudrama,/24uW8Qw5TypZMjj1eQJ4CzNyeCH.jpg,/k5wh6L3ZtMC1XPnVDYHK67AxBGk.jpg,,21661.29449,70769.68431
453197,Rosy Life,Drama,ko,A comic book store in Garibong-dong is run by a beautiful woman (Choi Myoung-gil) better known as Madam. This store stays open late into the night thus attracting varied types of people such as gangsters and hustlers.,1.4,Taehung Pictures,8/6/94,0,3707,94,Released,,6,1,Choi Myung-gil-Choi Jae-sung-Cha Kwang-soo-Lee Ji-hyoung-Hwang Mi-sun-Dong Bang-woo-Choi Jong-won-Choi Dong-joon-Chu Bong-Park Yong-Pal-You Il-Moon-Ju Sang-ho-Lee Seok-ku-An Jin-Su-Jeong Bong-yeon-Ricky Jeon Je-Hyeok-Kwon Seong-Yeong-Kim Min-soo-Park Young-rok,seoul south korea,/w2lLk6YZRqLibjtr9uVays8dIpX.jpg,/c4WSlvkPE73NL3Ejg2H0q0MUONw.jpg,,994.3182365,1382.60058
439613,Honey Bee 2: Celebrations,Adventure-Comedy,ml,Sebastian and Angela are all set to get married until their difference of opinions and cultural conflicts between the families threaten their union.,1.4,Lal Creations,3/23/17,690000,640000,128,Released,,4.2,6,Asif Ali-Bhavana-Baburaj-Sreenath Bhasi-Balu Varghese-Sreenivasan-Mamitha Baiju-Arya Babu-Lal-Lenaa-Krishna Prabha-Suresh Krishna-Arun-Assim Jamal-Harisree Ashokan-Amith Chakalakkal-Kavitha Nair-Joy Mathew-Ponnamma Babu-Prem Kumar-Ganapathi S Poduval-Sudhi Koppa-Alleppey Ashraf-Chembil Ashokan-Eloor George-Ansar Kalabhavan-Jayashankar-Sohan Seenulal-Bipin Chandran-Sasi Kalinga-Munshi Venu,alcohol-parent child relationship-cheating-host family-marriage-food-relationship-pregnant woman-father son reunion-freienship,/cg5y8oK59jowUrnfMKOmge14eSA.jpg,/a9v6YDXGpZBz8NPerbJlzUmlvvU.jpg,,226498.495,191314.5041
311777,Aithe,Adventure-Drama-Thriller,te,With a price on his head powerful Mumbai gangster Irfan Khan (Pavan Malhotra) devises a complicated plan to flee the country and hires four unsuspecting accomplices to help him hijack a plane to Kathmandu. His goal is to set up shop abroad and run his Indian crime empire remotely but as the four assistants realize what he's up to it becomes unclear whether Khan's scheme will get off the ground.,1.4,Just Yellow Media,4/11/03,179400,1500000,140,Released,Not all films are assembly-line,5.8,6,Pavan Malhotra-Mohit Chadda-Sindhu Tolani-Shivaji Raja-Shashank-Harshavardhan-Narsing Yadav,airplane hijacking-don,/pxRLgbwZu0vSZ3rj2pphCp14H5U.jpg,/kbZCKka090fc5zetmb3M0orjdkh.jpg,,138416.3268,757994.0821
151321,Best Actor,Comedy-Family,ml,Best Actor is a movie about an ordinary school teacher who never gives up on his dream of becoming an actor.,1.4,,1/1/10,700000,3890000,155,Released,,6.167,18,Mammootty-Sonu Gowda-Nedumudi Venu-Lal-Salim Kumar-Bijukuttan-Sreenivasan-KPAC Lalitha-Sukumari-Vinayakan-Jijoy Rajagopal-Rony David Raj-Manikandan Pattambi-Joju George-Lal Jose-Ranjith-Blessy-Vipin Mohan-Mafia Sasi-Sunil Sukhada-Alexander Prasanth,movie business-gun-mumbai (bombay) india-goon-movie star,/tCAuAFYKMu2h02ZLjRe1jwoIva9.jpg,/2YNl3QYAmf0vy5Rrgh5FsjI086p.jpg,,828958.5141,1397710.555
891680,Last Time in Clerkenwell,Animation,en,Last Time in Clerkenwell chronicles the odyssey of the Royal Legion of Birds from Bathtime in Clerkenwell after they come to power and take over London. This time the bird empire expands beyond Earth's boundaries ... and falls into unexpected circumstances.,1.4,Figli Migli Productions,7/15/07,844,844,4,Released,You'll also be humming the tune for days.,10,1,,black and white-short film,/ie6X2rb1ulfsHn7HsMevrO3yNPh.jpg,,,273.1637255,299.9340301
104221,Emma,Drama-Comedy-Romance,en,When Fred Smith's wife dies in childbirth Emma Thatcher who has been nanny to the couple's three children cares also for the family's new addition. Fred becomes rich and successful then he and Emma marry. When Fred dies his will becomes a source of trouble between the children and Emma.,1.4,Metro-Goldwyn-Mayer,1/2/32,350000,1972000,72,Released,"She makes you LAUGH, She makes you CRY, but always makes you HAPPY!",6.4,7,Marie Dressler-Richard Cromwell-Jean Hersholt-Myrna Loy-John Miljan-Purnell Pratt-Leila Bennett-Barbara Kent-Kathryn Crawford-George Meeker-Dale Fuller-Wilfred Noy-André Cheron-Wilson Benge-Wade Boteler-George Cooper-Edith Fellows-Clarence Geldart-Sherry Hall-Edward Hearn-John Larkin-Edward LeSaint-William H. O'Brien-Edward Peil Sr.-Jack Pennick-Dorothy Peterson-Lee Phelps-Anne Shirley-Joan Standing-Walter Walker-Jay Ward,nanny-honeymoon-housekeeper-pre-code,/kwOOi0dMKsbPqjMwyBoT76FclCi.jpg,/sGDYPEgFpUBXtFqpZA4XiNc7J8P.jpg,,610931.8398,523031.0231
416364,Get Santa,Animation-Family,da,Eight-year old Julius lives at an orphanage. Julius is a bit of an outsider and secretly still believes in Santa Claus. When he is confronted with the fact that Santa Claus may just be the headmaster of the orphanage dressing up Julius loses not only his belief in Santa - also his belief in himself. But then something strange happens and suddenly Julius finds himself in a magic world.,1.4,Copenhagen Bombay-Fish Blowing Bubbles-Copenhagen Bombay Sverige,11/10/16,0,856607,80,Released,,5.5,2,Rasmus Bjerg-Bodil Jørgensen-Claus Bue-Lars Hjortshøj-Albert Rudbeck Lindhardt-Herman Knop-Malte Houe-Maria Lucia Heiberg Rosenberg-Uffe Ellemann-Jensen-Flora Ofelia Hofmann Lindahl,winter-santa claus,/5nlpxvEbFghORtYWXT1JB8GoHNw.jpg,/5Dv0wzMveUnlTMagMP6FoNygk28.jpg,,487301.3857,260791.6144
183325,Three-Quarters Decent,Comedy-Drama,ar,This production is a light hearted comedy. The protagonist is an esteemed cartoonist that works at a news firm. The protagonist undergoes a difficult situation and emerges partly wounded. Following this experience he insists on going back to work but something about him has changed – he lets go of some of his upstanding principles to become “respectable less one quarter”,1.4,,11/10/10,0,1813731,97,Released,Muhtaram Illa Rub,4.2,9,Mohamed Ragab-Ahmed Zaher-Inaas Mekky-Madline Tabar-Edwerd-Hamdy ElSakhawy-Rogena-Lamitta Frangieh-Ahmed Rateb-Mimi Gamal-Shams-Engy Ali-Rania Mallah-Maha Othman-Naglaa Nour ElDein-Laila Ahmed Zaher-Mohsen Mansour-Mona Mamdouh-Mohamed Younis-Mahmoud El Hosseiny-Angie Ali,arabian,/9HsxhlE9INbthYFIUQdo0JCIvy.jpg,,,1131234.927,477079.5044
442298,708090,Drama,zh,"Zhao Yuanyuan (starring Irene Wan) irrevocably in love with her husband as good as a wonderful wife and be supportive in both physical and emotional. When time passed the society is changing too. While her husband's career is growing the feeling has fate out gradually. From time to time the values become increasingly evident. She finally chooses to leave no longer confined to be a ""service type"" wife but more into her dreams to achieve a perfect bloom. Such independence makes her life even more brilliance. In the era of reform and opening market in the Mainland there are lots of women who become an integral part and the main force of China's economic landscape.",1.4,,5/20/16,0,63480,90,Released,,6,2,Kenji Wu-Song Ji-hyo-Chen Rui-Irene Wan,,/6AiwxIfHuSxgDWpIsrYOUeR7MTi.jpg,,,7631.703788,27269.49826
384675,Class Reunion,Comedy,et,Three middle aged men are going to their high school reunion after 25 years and the troubles that come with it.,1.4,Taska Film,2/19/16,130000,2092000,90,Released,"The blood is still biting, though the body can no longer handle!",6,7,Mait Malmsten-Genka-Ago Anderson-Maarja Jakobson-Mart Müürisepp-Kristiina-Hortensia Port-Martin Algus-Ciara Simone Pirn-Maris Kõrvits-Sofia Fe Soe-Britta Soll-Märt Koik-Gerli Rosenfeld-Märt Pius-Arvi Mägi-Kristjan Lüüs-Nikolai Bentsler-Ülle Lichtfeldt-Mait Trink-Kadri Rämmeld-Allan Kress-Karmel Killandi-Leino Rei-Franz Malmsten Jr.-Kaja Plovits-Marika Korolev-Pihelpuu-Grete Kuld-Ene Järvis-Mari Lill-Karin Rask,remake-class reunion,/uWtJP704JY0ro59eeeULxJ2aeUa.jpg,/aKNMXL6DYY1Km6fNOlI7xECjhSU.jpg,,676482.4858,324579.5051
56836,I Not Stupid,Comedy,zh,"Kok Pin Boon Hock and Terry are classmates in ""EM3"" stream. In Singapore that means that at the age of 12 the government has decided that they are not as academically inclined as their peers. Kok Pin is creative and a born artist but his parents would rather he focus on his Maths and Sciences. Boon Hock comes from a low-income family and needs to balance school and helping out at the food stall. Terry a spoilt brat is just too lazy a student. While the three children suffer from the pressure of school their parents have another set of problems - their jobs and careers.",1.4,MediaCorp Raintree Pictures,2/9/02,710000,2700000,105,Released,,6.9,18,Jack Neo-Xiang Yun-Richard Low-Selena Tan-Shawn Lee-Joshua Ang-Huang Po Ju-Cheryl Chan-Marcus Chin-M.C. King-Patricia Mok-Mark Lee,singapore-bullying-elementary school-childhood friends,/bXQ9kHkb5SXPrDM3qvMXWoDGTDi.jpg,/vtinvOlQRzT3DCH8eIcL5ffU7m8.jpg,,1192298.791,1141906.515
170805,The Cyprus Tigers,Comedy-Action-Adventure,cn,"A team of Chinese cops based in Greece known as ""The Cyprus Tigers"" and a crooked businessman along with his Japanese henchmen are after a set of counterfeit money printing plates.",1.4,,10/25/90,0,9128586.5,87,Released,,6,2,Simon Yam-Conan Lee-Cheung Chi-Tak-Phillip Ko-Luk Chuen-Joey Wong-Robin Shou-Winston Ellis-Sophia M. Crawford-John Ladalski-Roger Thomas,martial arts-femme fatale-undercover cop-sidekick,/lQWLtREbySOQtflxmmTdFtufyAZ.jpg,,,5645418.841,2017775.205
375936,Lost in the Wilderness,Adventure-History,ja,"The life and travels of adventurer Naomi Uemura who disappeared in Alaska in 1984. A member of the first Japanese expedition to reach the summit of Mt Everest in 1970 Uemura also accomplished several ""firsts"". He was the first man to reach the North Pole solo climb Denali solo and float down the Amazon river solo. In the film Uemura returns to Tokyo after a stint in Siorapaluk in Northern Greenland. In Tokyo he reconnects with an old friend and over coffee shares his life story - from his days as a college dropout to his successful expedition to the top of Everest.",1.4,DENTSU Music And Entertainment-MBS,6/7/86,0,12800000,140,Released,,0,0,Toshiyuki Nishida-Chieko Baisho-Masato Furuoya-Go Wakabayashi-Muga Takewaki-Hisano Yamaoka-Nobuko Otowa-Hideji Ôtaki-Yatsuko Tan'ami-Hisashi Igawa-Toshie Kobayashi-Eitarō Ozawa-Ryō Ikebe-Yoshihiro Katô,biography-based on true story-mountain climbing-adventurer-mount everest-japanese,,,,5771301.919,3773274.774
296318,The Magical Brush,Fantasy-Animation,zh,Ma Liang's brush makes whatever he paints come alive which makes him the target of a power-hungry general.,1.4,Part 3 Digital Art Design,7/25/14,0,8520000,87,Released,,4.8,4,,magic-pen,/9Jly66P2Vu8l3pH05Fv5jWwB1A9.jpg,/8nckWylIstGLvHJdK7ElIsdTQcQ.jpg,,3076502.258,2329628.074
586776,The Sholay Girl,Action-Drama,hi,The journey of Indian film industry's first stunt woman Reshma Pathan it will trace the life of Reshma and her stint in movies as a body double for various actresses. Bidita Bag plays the lead role of feisty stunt-woman.,1.399,,3/8/19,1000,1000,106,Released,,7,1,Bidita Bag-Chandan Roy Sanyal-Aditya Lakhia-Sujata Sehgal-Vineet Raina-Saharsh Shukla-Reshma Pathan,biography-sholay,/6y0TR5RqVf1XevUQQa4EikKLc7C.jpg,/uJRk7A6z2YubrgZslVo3eXjuVHS.jpg,,439.9739317,253.1862762
563609,Praana,Crime-Horror-Drama,ml,A young woman decides to lead a solitary life in an old mansion where she soon realizes that the nature surrounding her has other plans for her.,1.398,SRaj Productions-Real Studio,1/18/19,0,135000,107,Released,,6,1,Nithya Menen-Dulquer Salmaan-Nani-Kunchacko Boban,haunted house,/6JbBsDRsoDlefw2WJDy0IxMy54u.jpg,/5xtq07OmtXFebWiJAJNs3kdaasV.jpg,,59601.34645,48880.8774
826408,Midnight Sun,Documentary-Music,en,Exploring the mid-pandemic longing we all share for live music and reminding us of what we once took for granted.,1.398,Geminus Studios,5/7/21,100,100,4,Released,"Tonight, live from the CineCycle",0,0,Molly-Jane Cobb-Anya Chatterjee-Brianna Bodoe-Lizzie Han-Alex Ef-Alexander Constantino-Michael Harhay-Ethan Hektor,toronto canada-art student-music documentary,/so78o5K8vw64VCPBD06OM2HmBn4.jpg,/m1Zj5fAxd5nL64mgmitRovCsPGw.jpg,,10.51799986,29.95329708
701099,The Mafia: Payback,Action-Adventure-Thriller,en,Antonio must work with his gang to take down Ross Weaving before making their way to taking down the Director of the CIA after putting Rocky in a precarious situation.,1.397,,6/25/20,0,75000,37,Released,The mission gets personal,1,1,Lane Howson-Antonio Miano-Richard Macgregor-Lainey Baldwin-Jarvis Taylor-Bryson Hausia-Skye Fellman-Korey Williams,,/dgznnOxd2Z9bijIc5xkmSoX4V5T.jpg,,,25536.58098,17993.03337
196313,Ishkq in Paris,Comedy-Romance,hi,Akash nd Ishkq meet on a train from Rome to Paris and spend a romantic evening in the city.,1.397,PZNZ Media,5/24/13,2000000,355000,95,Released,,5.6,7,Preity Zinta-Isabelle Adjani-Gaurav Chanana-Shekhar Kapur-Salman Khan-Sanjay Lafont-Chunky Pandey,,/asgYvLKMjG5chS4xRaQDWsepza6.jpg,,,215280.4521,111420.1572
