,name,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,status,keywords,trailer_views,trailer_likes,titleType_movie,titleType_tvMovie,director_score,writer_score,actor_score,star_score,is_documentary,genres_Action,genres_Adult,genres_Adventure,genres_Animation,genres_Biography,genres_Comedy,genres_Crime,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Film-Noir,genres_History,genres_Horror,genres_Music,genres_Musical,genres_Mystery,genres_Romance,genres_Sci-Fi,genres_Sport,genres_Thriller,genres_War,genres_Western,is_holiday_release,is_competitive_month,production_popular,lang_en,lang_fr,lang_es,lang_hi,lang_ja,lang_other,has_trailer,has_keywords,keyword_embedding
12041,Feng Shui,"Drama,History",Park Hee-kon,Jung Ja-Young,6.1,386.0,"Matias Bonino,Francisco de la Reguera,Mauricio Dayub,Samantha Slater,Park Ok-chool,Dorion Renaud,Matthew Brent,Pinar Altug,Harry Shearer,Isabel Macedo,Meriç Acemi,Klaus Bondam,Kim Sung Kyun,Heinz Trixner,Florencia Bertotti,Cho Seung-woo,Kim Kwang-hyeon,Dmani Q. Williams,Alexander Wussow,Laura Silverman,Lars Hjortshøj,Mike Amigorena,Mauricio Isaac,Heather Marie Olsen,Chintara Sukapatana,H. Jon Benjamin,Aysen Tekin,Jo Kyung-hyun,Zeyno Günenç,Moxi Wang,Sofie Stougaard,Lotlot De Leon,Daw Cho,Qian Zhao,John Manalo,Bárbara de Regil,Bingyan Yan,Watcharachai Sataphitak,Tommy Shanahan,Than Dana Soe,Gloria Izaguirre,Hans Kraemmer,Gang Chen,Araceli González,Cherry Pie Picache,Gang Jiao,Sussi la Cour Dollenz,Ernest Sto. Tomas,Michael Holmes,Kelly Nguyen,V V Chen,Zin Zin Win Yang,Nonie Buencamino,Hansel Ramírez,Carla Peterson,Ferdi Akarnur,Christine Buchegger,Kathleen Bostick,Julianne Gomez,Julianne Bond,Elsy Reyes,Ahn Seong-bong,Lee Joo-woo,Frank Hvam,Andrea Lamatsch,Bobby August Jr.,Alexandra Clayton,Dady Brieva,Tina Makharadze,Jay Manalo,Ilonah Jean,Rafael Ziah Franco,Minglan He,Andreas Berg Nielsen,Austin Olivares,Tom Kenny,Rafael Ferro,Altan Günbay,Susannah Jones,Hanna,Kate Hoffman,Özgür Ozan,Esteban Lamothe,Kanchai Kumnoetploy,Maria Hinojos,Christopher Clarke,Nicole Beutler,Alejandra Morales,Iben Hjejle,Lotte Ledl,Xian Li,Will Le Bow,Jonathan Katz,Tiange Wang,Whitney Hudson,Mercedes Morán,Justin Hoffman,Nejat Birecik,Birgit Linauer,Klaus Wildbolz,Casper Christensen,Susan Hyon,Rupert Apfl-Nussbaumer,Irán Castillo,Htet Yan Paing,A Mi Zan,Maggie Lee,Mehmet Auf,Raj Belani,Kris Aquino,Natalia Dominguez,Aysecan Tatari,Moon Chae-won,Jorge Caballero,Choi Jae-sup,Rachel Franco,Ji Sung,Jenny Miller",ko,Little Big Pictures-Plus M-Jupiter Film,2018-09-19,0.0,80133.99978096987,126.0,Released,joseon dynasty,44796.84172704758,12910.962273714633,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.853793
12042,The Insult,"Crime,Drama,Thriller",Ziad Doueiri,"Ziad Doueiri,Joelle Touma",7.6,18531.0,"Zlatko Geleski,Camille Salameh,Diamand Abou Abboud,Rita Hayek,Adel Karam,Talal Jurdi,Christine Choueiri,Rifaat Torbey,Kamel El Basha,Julia Kassar,Carlos Chahine",fr,Tessalit Productions-Rouge International-SCOPE Pictures-Douri Films-Ezekiel Films,2017-09-14,3839209.3668407314,1281406.5116881528,112.0,Released,no_keywords,264145.5195776408,145421.2848352647,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,-1.267071
12043,American Traitor: The Trial of Axis Sally,"Drama,History,War",Michael Polish,"William E. Owen,Vance Owen,Darryl Hicks,Michael Polish",5.7,3482.0,"Meadow Williams,Thomas Kretschmann,Carsten Norgaard,Marcus Rafinski,Al Pacino,Brian Dean Rittenhouse,Sewell Whitney,Mitch Pileggi,Swen Temmel,Jeffrey Holsman",en,EFO Films-SSS Entertainment-River Bay Films-Diamond Film Productions,2021-05-28,0.0,2328052.3425766686,107.0,Released,no_keywords,265437.2977720477,721004.1259709563,1.0,0.0,0,0,1,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.267071
12044,Dharmayuddhaya,"Crime,Drama,Thriller",Cheyyar Ravi,"Jeethu Joseph,Prageeth S. Rathnayake",7.7,374.0,"Thisuri Yuwanika,Vinumi Vansadhi,Kumara Thirimadura,Awanthi Aponso,Jackson Anthony,Dhanuka Dilshan,Dilhani Ekanayake,Kusum Renu,Roshan Pilapitaya,Ananda Athukorala",si,MTV Channel (Pvt) Limited,2017-07-14,0.0,1919604.6834203657,166.0,Released,thriller-family,870557.9544396165,409772.87998307584,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.37121582
12045,Trading Paint,"Action,Drama,Sport",Karzan Kader,"Craig R. Welch,Gary Gerani",4.5,2694.0,"Kevin Dunn,John Travolta,Shania Twain,Toby Sebastian,Lynn Phillips,Rosabell Laurenti Sellers,Joy Libardoni,Michael Madsen,Red Farmer,Margaret Bowman",en,Paradox Studios-AMBI Group-Elipsis Capital-Premiere Picture-Sculptor Media,2019-02-22,0.0,8463.788286649691,87.0,Released,sports-racing-nemesis-race car,2788.4752825470323,2364.444660925402,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.11538684
12046,A Madea Family Funeral,"Comedy,Drama",Tyler Perry,Tyler Perry,4.7,5275.0,"Patrice Lovely,Tyler Perry,Jen Harper,Aeriél Miranda,Quin Walters,Courtney Burrell,Cassi Davis,Mike Tyson,Ciera Payton,Kj Smith",en,Lionsgate-Tyler Perry Studios,2019-03-01,0.0,56583189.10840306,104.0,Released,funeral-family secrets-family,18850995.676111143,11190011.841119897,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.26051646
12047,Chain Aye Na,Romance,Syed Noor,Syed Noor,5.4,40.0,"Adil Murad,Shehroz Sabzwari,Sarish Khan,Nadeem Baig,Atiqa Odho,Mustafa Qureshi",ur,Hollywood Impressions-Paragon Entertainment Corp.,2017-08-11,0.0,22790.826538022196,149.0,Released,musician-pakistan-love,4356.011439406977,5443.954093503884,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.1489408
12048,Angel of Mine,"Drama,Mystery,Thriller",Kim Farrant,"Luke Davies,David Regal,Safy Nebbou,Cyril Gomez-Mathieu",6.4,12728.0,"Richard Roxburgh,Angel Smalls,Finn Little,Rebecca Bower,Jason,Tyler Steel,Indi Serafin,Shaeleigh Person,Sergio Escoto,Eva Dorrepaal,Mia,Josh,Tracy Mann,Raymone,Pip Miller,Edwin Brienen,Angel,Jordan,Pierce Mejias,Annika Whiteley,Carissa Mejias,Luke Evans,Rosie,Maxwell L. Highsmith,Yvonne Strahovski,Gloria Heffner-Mejias,Marcus Rex,Noomi Rapace,Danielle Mejias",en,Garlin Pictures-Screen Australia-Film Victoria-SixtyFourSixty,2019-08-15,0.0,282444.88504910877,98.0,Released,obsession-australia-stalker-swimming pool-remake-grief-stalking-home invasion-ice skating-divorced couple-mother daughter relationship,16099.912117929429,64768.90800760203,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4199524
12049,Mehrunisa V Lub U,"Comedy,Romance",Yasir Nawaz,Yasir Nawaz,5.2,541.0,"Sami Khan,Mohammad Ahmad,Inam Hasan,Nayyar Ejaz,Sanaaya Ali,Asma Khan,Amna Ilyas,Arshad Mehmood,Sana Javed,Qavi Khan",ur,YNH Films,2017-07-13,358326.20757180155,1535683.7467362925,173.0,Released,childhood crush,668608.9602662241,526644.093447798,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.83464485
12050,Return of the Hero,"Comedy,History",Laurent Tirard,"Laurent Tirard,Grégoire Vigneron",6.5,4742.0,"Liz Burch,Makoto Furukawa,Maurie Fields,Ned Romero,Christian Bujeau,Evelyne Buyle,Firouz Sabbaghi,Mélanie Laurent,Noémie Merlant,Fabienne Galula,Laurent Bateau,Hiroki Yasumoto,Gil Tucker,Scott Adams,Lenore Smith,Reza Baratzadeh,Mohammad Elahi,Jûrôta Kosugi,Yûya Murakami,Ron Hayes,Lewis Fitz-Gerald,Don Mitchell,Hank Brandt,Hikaru Midorikawa,Gavin MacLeod,Kôichi Sôma,Shin'ya Hamazoe,Féodor Atkine,Pat Evison,Sepideh Parvar,Jean-Michel Lahmi,Rica Matsumoto,Joe Turkel,Hossein Khanibeik,Christophe Montenez,Raymond Burr,Robert Grubb,Jean Dujardin,Maria Kawamura,Gary Collins,Barbara Anderson,Mehri Vadadian,Val Jellay,Toshihiko Seki,Yûki Kaji,Kaito Ishikawa,Amir Shahla,Yoshiaki Hasegawa,Terry Gill,Bruce Barry,Billy Cook,Saori Hayami,Kôzô Shioya,Don Galloway",fr,Canal+-France 3 Cinéma-France Télévisions-Nexus Factory-Ciné+-uMedia-uFund-JD Prod-Les Films sur Mesure-GV Prod-La Banque Postale Image 11,2018-02-14,13491623.88941766,9197702.218456674,90.0,Released,napoleonic wars,2019511.7416935,1896713.2591355485,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,-0.82863307
12051,Boss 2,Action,Baba Yadav,Jeet,5.0,803.0,"Faheem Saadiq Abdus-Salaam,Md Minhaj Miah,Suman Mondal,Jaye Allen,Tia Brown,Demaria Anissa,Ayan,Nusraat Faria Mazhar,Subhashish Banerjee,Shahed Ali,Paul Chapman,Sheldon Bonner,Robert Bellamy,Subhasree Ganguly,Md Arif Bhuiyan,Subhashish Ganguly,Trina Adams,Sonny Black,Jeet,Ty Bee",bn,Jaaz Multimedia-Jeetz Filmworks,2017-06-23,1501732.3385688644,2120093.315502611,136.0,Released,no_keywords,1080664.5557209526,463451.02294548345,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.267071
12052,The Conjuring: The Devil Made Me Do It,"Horror,Mystery,Thriller",Michael Chaves,"David Leslie Johnson-McGoldrick,James Wan,Chad Hayes,Carey W. Hayes",6.3,149249.0,"Ruairi O'Connor,Eugenie Bondurant,Vera Farmiga,Shannon Kook,Keith Arthur Bolden,Ronnie Gene Blevins,Patrick Wilson,Julian Hilliard,John Noble,Sarah Catherine Hook",en,New Line Cinema-The Safran Company-Atomic Monster,2021-05-25,45148433.40591209,23897534.65086541,111.0,Released,exorcism-supernatural-connecticut-sequel-paranormal investigation-1980s-religious horror,-529275.1857032722,5179038.30377215,1.0,0.0,0,1,2,335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.21620917
12053,The Front Runner,"Biography,Drama,History",Jason Reitman,"Matt Bai,Jay Carson,Jason Reitman",6.1,14564.0,"Jack Davis,Josh Brener,J.K. Simmons,Ken Lynch,Kaitlyn Dever,Molly Ephraim,Mark O'Brien,Alex Karpovsky,Jack Orrison,Tommy Dewey,Vera Farmiga,Chris Coy,Hugh Jackman",en,Stage 6 Films-Bron Studios-Right of Way Films-Creative Wealth Media Finance,2018-11-06,0.0,4050279.183435747,113.0,Released,colorado-senator-scandal-biography-politics-politician-based on true story-love affair-presidential campaign-1980s,700686.6911543175,657451.5602410708,1.0,0.0,1,1,3,250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.38575363
12054,Dragon Rider,"Adventure,Animation,Comedy",Tomer Eshed,"Cornelia Funke,Johnny Smith",5.7,2251.0,"Charlie Chin,Ikue Ôtani,Stephen Hogan,Nonso Anozie,Alex Norton,Miho Yoshida,Meera Syal,Yumi Kuroda,Wei-Ho Tu,Sanjeev Bhaskar,Fei-Lung Chen,Peter Marinker,Chi-yao Fan,Thomas Brodie-Sangster,Lau Chan,Yuan-Shen Huang,Misa Watanabe,Ching Chen,Peter Chen Lau,Kumiko Nishihara,Patrick Stewart,Freddie Highmore,Felicity Jones,Kun Chen,Hsi Chang",en,Constantin Film-RISE PICTURES-Cyborn-Able & Baker-Lumatic,2020-10-15,21610653.604367666,3849004.0636449,100.0,Released,himalaya mountain range-dragon-quest-anime,1089454.9168235676,490352.0080319877,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.017399073
12055,Thawed Carp,"Comedy,Drama",Vladimir Kott,"Andrey Taratukhin,Dmitriy Lanchikhin",6.5,515.0,"Tatyana Tuzova,Olga Kozhevnikova,Aleksandr Bashirov,Tatyana Rasskazova,Alisa Freyndlikh,Anton Shpinkov,Evgeniy Mironov,Natalya Surkova,Sergey Puskepalis,Marina Neyolova",ru,KinoKlaster,2017-11-07,1279736.455613577,221633.71753834857,97.0,Released,no_keywords,57302.10207520724,69122.57790269944,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.267071
12056,The End?,"Horror,Thriller",Daniele Misischia,"Cristiano Ciccotti,Daniele Misischia",5.4,2257.0,"Massimo Triggiani,Rodrigo Candamill,Marco Manetti,Caroline Receveur,Jakob Hawkins,Chris Narrie,María Elisa Camargo,Maliik Franklin,Chris Grace,Sam Uehling,John Allen Nelson,Ayem Nour,Kanchan Khilare,Euridice Axen,Rj Geibel,Thomas Haden Church,Crista Flanagan,Katie Northlich,Sumeit Chavan,Jesse Peery,Jake Reiger,Jeirmarie Osorio,Cameron Watson,Alessandro Roja,Sylvia Jagieniak,Aiden Tordiff,Ashley Erin Campbell,James Karen,Beverly Wiles,Ernie Charles,Matt Shepard,John Yazici,Martin Barabas,Lola Brennan,Kevin Miranda,Jaina Morales,Ben Paddon,Lillith Kay,Benjamin Dunn,Amy Hope,Male Ai,Evan Lopez,Alex Denny,Adam Molinaro,Clem McIntosh,Maggie Marshall,Male Ai Voice II,Michael Steves,Greg Germann,Rebecca Brown,Brody Hoffman,Brandon Call,Heidi Schooler,Serene Zloof,Moritz Sacher,Chris Kircher,Isaac Buwalda,Diego Vicente Francica,Oliver Ward,Liam Greenlee,Billy Warlock,Laura Kendrick,Aline Andrade,Natalie Wilson,Monica Nowak,Male Ai Voice III,Giada Caruso,Carolina Crescentini,Joseph Eberspacher,Brian Weissman,Ai Lady,Samuel Santiago Jiménez Moreno,David Cross,Sanns Dixon,Peter Phelps,Ben Peterson,Chris Frank,Pin Young,Holly Gagnier,Jennifer Harris,Abbi Crutchfield,Dan Power,Spongbob Ai,Monte Markham,Bianca Friscelli,Tatum Langton,Timothy Cross,David Hasselhoff,Chris Freeman,Adam Dahlberg,Allyson Sereboff,Maeve Greenlee,Lucas Champagne,Antonio Jimenez,Benedetta Cimatti,Rick Abercrombie,Edan Lacey,Tina Tazelaar,Joshua Cameron,Jessie Boykin Kimmel,Arif Zahir,Candace Flynn,Daniel Smith,Gregory Alan Williams,Shreyas Vaidya,Roger Mathews,Jordan Casteel,Yolanda Rayo,Katherine Escobar,Roberto Scotto Pagliara,Erika Eleniak,Tyler Marchegiani,Renée Flora,Alexis Maitland,Antonio Lexerot,Bob Telford,Ellen Albertini Dow,Debra Messing,Ruby Morales,Elon Gold,Parker Stevenson,Kamel Djibaoui,Diana Ángel,Tinygamz,Jeff Hillman,Jaclyn Easton,Verónica Orozco,Joel Asby Cooper,Felipe Arcila,Nadia Dajani,Luis Lopez,Chantel Flanders,Chris Henderson,Kiran Rajput,Tosha Meeks,Lee Fobert,Dave Powers,Claudio Camilli,Adam Lopez",it,RAI-EuroVideo Medien GmbH-Beta Cinema-Mompracem-Makinarium-RAI Cinema-Palantir Digital Media-01 Distribution,2017-08-14,0.0,237351.44068619452,100.0,Released,zombie-falling elevator-virus,56467.2902037916,72212.38056079319,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.1613797
12057,Marita,Drama,Cristi Iftime,"Anca Buja,Cristi Iftime",6.2,489.0,"Adrian Titieni,Alexandru Potocean,Yanick Lii Nshimirimana,Andrzej Nejman,Lorena-Andrada Zabrautanu,Dan Chiorean,Bogdan Dumitrache,Marita,Kazimierz Orzechowski,Kazimierz Kaczor,Anna Przybylska,Agnieszka Sitek,Louise Delos Reyes,JD Axie,Tess Dumpit,Ethan David,Grzegorz Kowalczyk,Ana Ciontea,Lucian Iftime,Grazyna Strachota,Sara Joe,Boris Kalisa,Rhen Escaño,Taneo Sebastian,Alina Janowska,Yumi Garcia,Nicoleta Hâncu,Victoria Cocias,Andrea Babierra,Ashtine Olviga,Marthe Ringa Naej,Alessia Cremenescu,Henryk Machalica,Anna Nehrebecka",ro,deFilm-Hi Film Productions,2017-12-01,0.0,12061.516094157963,100.0,Released,no_keywords,480.401777353967,1906.0941319807048,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.267071
12058,Game Over,"Comedy,Drama,Romance",Ahmad El-Badri,"Mostafa Ammar,Mohammad Al Quoashty",3.1,256.0,"Kassim Amdiya,Zeno Fieremans,Chester Rushing,Ilana Glazer,Meri Martínez,Jarkko Niemi,Allen Payne,Topher DiMaggio,Rachelle Lefevre,Jennifer Hayward,Richard Cansino,Lucas McNelly,Adam Rodriguez,Jimbo Barnett,Richie Riot Garcia,Eliska Kudrnová,Chris Webster,Christian Bako,Chakib Oudhiri,Richard Kropf,Wenyuan Chen,Carlos Diaz,Stephanie La Rochelle,James Morosini,Brandon Chen,Andrés Jesús Parra García,Kevin Bailey,Jennifer Sky,Anthony Lemke,Pedro Bahón,Romana Zoudlíková,Shatabdi Wadud,Cannon Carr,Gordon Michael Woolvett,Julien Marlon Samani,Doug Erholtz,Maggie Perry,Brandy Michelle,Tommy Lee Thomas,Karl-Heinz Peters,Jennifer Krukowski,Kathlin Finn,Matina Svolou,Arham Abbasi,Brent Lambert,Kristin Norton,Tveeshaa Sharma,Matej Trojánek,Elena Ferrantini,Teagan Croft,Sonia Eijken,Lisa Maxwell,Dominic Boeer,Elizabeth Dickens,Jay Lycurgo,Günther Samson,Rainbow Sun Francks,Eva Gleason,Michael Jai White,Raine Brown,Rudy Garcia,Seth Allyn Austin,Vikram Joshi,Khalil Kain,Ruy de Carvalho,Jason Fernández,Maike Jüttendonk,Magnus Hamilton,Jordan Loughran,Robert Ketterer,Bela Friedrich,Felix Kjellberg,Beatrice Margiotti,Constance Ashiagbor,Christoph Waltz,Ivi Rein,Elias Brown,Brian Cook,Miklos Perlus,Lilli Aro,Alex Dawson,Julian Kerridge,Mark Ashworth,Maeva Bellil,Craig Olejnik,Khandi Alexander,Danny Lucero,Margarida Bakker,Stephen Ohl,Vincent Tong,Joyful Drake,Richard Rumble,Indrajith,Amanda Chavez,Drake Clowes,Maxwell Medley,Peter Lurie,Jill Marie Jones,Triston Fanfair,Julius Lavonen,Ian Hauser,Ola Røyseland,Rajesh Sharma,Mary Pascoe Conway,Uta Tenkhoff,Belén Trujillo,Andy Watson,Madalena Almeida,Hailey Halterman,Rupanjana Mitra,Jakob Eriksson,Ángel Rouco,Bao Andre Nguyen,Kirby Morrow,April Hughes,Norma Espejel,Juuso Pekkinen,Nike Fuhrmann,Robson Kumode,Rukhsar Rehman,Hugo Mary,Nicolas Pairon,Francis Alÿs,Lucie Nováková,Lorenz Wild,Danny Smith,David Nayyar,Samantha Acuña,Matthew Barnett,Natalie Shaw,Jason Davis,Majid Alizadeh,Emma Liz Woweries,Catarina Rebelo,Dillon Taylor,Logan Deiley,Janina Flieger,Simona Schenone,Richard McGonagle,Constance Labbé,Kaitlyn McCormick,Annie Bovaird,Jennifer Cetrone,Edgar C.P. Van de Pas,Uday Jasta,Troy Dixon,Jack David Sharpe,Kean Eli,Philypa Phoenix,David Jacobs,Jennifer Bacon,Dave Carr,Megan Park,Nazareno Antón,Paul Dobson,Shilpi Sharkar Apu,Robert Joseph Bartl,Jennifer Spence,T.J. Rotell,Nina Harada,Marco Giuliano,Dennis Cobblah,Sascha Hartmann,Miranda Plant Byers,Kron Moore,Sidney Wolf,Joel F. Gardiner,Diana Sadat,Michael Hollander,David Markus,Adam Lee Morgan,Will Ball,Michael Choi,Rainer Winkelvoss,Rod A. Richardson,Jesse Vinet,Gurpreet Saini,Sanjay Kapoor,Archi Adamos,Nouhaila El Barkaoui,Chris Cleveland,Arielle Fernandez,Brionna Webb,Wiktor Kleczyk,Joonas Saartamo,Eran Bohem,Heath William Røyseland,Irma Hartog,Richard Eden,Danny Ennion,Ulrike Reetz-Varady,Kun Chen,Jasey Fox,Jordy Vandeput,Shaun Diston,Zeeshan Khan,Justin Brady,Bert Belasco,Ogun Gocen,Tameka Lee,Microsoft Mary,Mai Ezz Eldin,Moses Amedzro,Ângela Marques,Jesse Lowther,Daniel Zillmann,Tammy Jean,Miroslav Nemec,Dawn Barber,Kyle Breitkopf,Kerry Ardra,Yacine Maguemoun,Antonia Jungwirth,Isaak Phelps,Muhammad Noor,Lauren Boyd,Tiago Paiva,Alexandra Guerineaud,Isabell Gerschke,Gilles Claes,Leonie Viola Thoene,Lukasz Lobodzinski,Emmanuel Grant,Alicia Grace Turrell,Vincent Perrin,Issei Futamata,Milo Ventimiglia,Robbie Kay,Kyle Haller,Vanessa Ayensua Ghartey,Akbar Kurtha,Babis Loukopoulos,Lee Russell,Milena Ivanov-Hristov,D'Arcy Carden,Mohsen Aslani,Apollo Levine,Mark Phan,Scotty Billen,Sean Manos,Iman El-Sayyed,Yoshiko Sakakibara,Elsie Hewitt,Alon Cohen,Rajatabha Dutta,Thure Krautheim,Sílvia Santos,Scott Genn,Yigal Adika,Johannes Thanheiser,Francis Pardeilhan,Shelton Foreman,Shriya Pilgaonkar,Ken Jackson,Scott Adsit,Brandon Quinn,Joana-Leona,Maria João Pinho,Hubert Damen,Roger Craig Smith,Verena Wolfien,Naveen Kasturia,Michael Sorich,Harry Jarvis,Narayana Cabral,Lubna Salim,Johana Ravelo,Phuong Phan,Mike Capozzi,Sally Grace,Cesar DeFuentes,Noah Antwiler,Robin Givens,Adam Lambert,Ryô Hirohashi,Els Olaerts,Artie Lange,Nokokure Dahl,Max Nesmith,Bill Butts,Will J. Green,Courtney Jennings,Chris Lee Moore,Ryan Potter,Ann Powell,Michael Carpenter,Dylan Roberts,Andre L. Carter,Michael J. DiVita,Nader Ben-Abdallah,Mustafa Shakir,Rakesh Bedi,Mark Britton,Natascha Hockwin,Bailey Kennedy,Aysenil Samlioglu,Alex Freitas,Debbie Rochon,Daz Crawford,Rachel Hroncich,Erin Colleen Gordon,Kyla Pratt,Sarah Manners,Johnatan Soliveau,Riley Shanahan,Jakob Barkemeyer,Morwenna Banks,Nanrisa Lee,Luba Chan,Simon Rouse,Aurora Rosi,Barso Coulibaly,Jose Gonzalez,Cam Adair,Mattis Wedeken,Deborah Sherman Gorelick,Bryce Charles,Dang Tran,Jun'ichi Suwabe,Shweta Tripathi,David Lawrence Simmons,Calvin Peters,Myrtle Sarrosa,Maria Mota,Tetiana Malkova,Chioma Obi,Killian Meehan,Brigitte Lo Cicero,Solanki Roy,Quimbé,Franka Potente,Lars Rohnstock,Chris Simmons,Gustavs Gailus,Jaime Burgos III,David Solomon Raja,Neil Napier,Steven Deyo,Claudia Carmona,Keone Young,Nadine Ellis",ar,El Sobky Films for Cinema Production,2012-06-15,0.0,1332144.6614545677,96.0,Released,arabian-romantic comedy-romance,124801.27530243353,111866.40089261856,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.23462725
